disn,seccion,casilla,pan,pri,prd,pt,prs,mc,nr,nul,
17,548,B,0,231,217,18,5,3,0,14,
17,549,B,0,177,249,5,4,0,0,0,
17,550,B,0,185,185,6,7,3,0,0,
17,550,C1,2,144,185,14,2,6,0,0,
17,550,E1,0,110,103,6,3,4,0,3,
17,551,B,2,161,213,7,8,1,0,0,
17,552,B,5,165,214,12,2,0,0,14,
17,553,B,0,143,191,3,1,2,0,16,
17,554,B,0,177,237,2,0,1,0,9,
17,555,B,4,97,224,3,0,0,0,15,
17,556,B,1,54,138,1,3,1,0,2,
17,557,B,0,84,102,3,2,0,0,4,
17,558,B,2,103,148,1,7,1,0,0,
17,559,B,1,114,155,8,7,3,0,16,
17,560,B,3,97,132,2,7,3,0,7,
17,561,B,1,109,176,5,6,1,0,0,
17,562,B,8,152,202,11,8,0,0,10,
17,563,B,1,172,193,7,4,3,0,8,
17,564,B,0,308,213,6,10,9,0,0,
17,565,B,1,68,44,2,1,2,0,4,
17,566,B,0,64,40,3,0,0,0,3,
17,567,B,0,274,169,13,1,3,0,16,
17,567,E1,0,59,12,8,0,1,0,5,
17,568,B,1,272,157,7,2,4,0,0,
17,569,B,0,135,104,6,3,0,0,0,
17,570,B,2,171,110,5,32,1,0,0,
17,570,C1,3,157,103,7,41,0,0,36,
17,571,B,0,178,348,4,5,0,0,0,
17,572,B,0,143,280,5,1,2,0,0,
17,573,B,0,169,396,16,2,0,0,6,
17,574,B,0,115,293,15,0,7,0,0,
17,575,B,0,155,399,13,1,5,0,22,
17,576,B,3,166,291,4,0,0,0,12,
17,577,B,0,186,149,3,6,1,0,0,
17,578,B,0,274,235,4,2,6,0,17,
17,579,B,0,191,209,7,3,6,0,15,
17,580,B,1,219,201,9,6,0,0,0,
17,581,B,0,237,116,7,6,1,0,21,
17,582,B,0,145,133,14,2,5,0,28,
17,582,C1,0,178,127,14,2,3,0,0,
17,583,B,2,218,332,4,4,1,0,4,
17,584,B,0,256,257,9,1,0,0,0,
17,585,B,0,161,148,5,3,0,0,4,
17,586,B,1,216,205,1,1,0,0,0,
17,587,B,0,230,243,9,1,1,0,15,
17,588,B,4,237,398,3,1,0,0,0,
17,589,B,1,112,42,1,0,0,0,0,
17,590,B,0,43,26,2,0,0,0,1,
17,590,E1,0,30,48,0,0,0,0,0,
17,591,B,4,282,217,7,5,0,0,19,
17,592,B,0,85,65,9,3,0,0,0,
17,593,B,0,166,83,12,5,1,0,10,
17,594,B,0,151,84,3,4,0,0,7,
17,595,B,0,224,40,1,0,0,0,7,
17,596,B,0,101,94,4,0,0,0,4,
18,1,B,0,161,162,13,2,4,0,22,
18,2,B,1,156,125,7,2,7,0,11,
18,2,E1,4,129,121,12,0,0,0,0,
18,3,B,5,216,249,19,5,6,0,18,
18,3,C1,5,237,242,22,3,9,0,0,
18,4,B,1,241,185,14,2,9,0,10,
18,5,B,2,235,277,14,2,11,0,20,
18,6,B,4,146,116,10,8,11,0,10,
18,7,B,5,153,150,37,5,16,0,11,
18,8,B,8,250,236,15,0,6,0,12,
18,9,B,9,196,152,26,3,8,0,12,
18,9,C1,5,192,180,23,2,23,0,0,
18,10,B,6,281,235,35,2,21,0,31,
18,11,B,2,104,72,15,10,13,0,10,
18,12,B,5,219,147,10,2,39,0,15,
18,13,B,3,204,160,7,3,0,0,0,
18,14,B,2,89,75,5,6,15,0,0,
18,15,B,5,173,102,12,10,5,0,6,
18,16,B,8,262,240,24,6,31,0,5,
18,17,B,7,266,197,12,4,10,0,10,
18,18,B,2,306,187,8,6,17,0,14,
18,19,B,0,67,23,1,0,0,1,2,
18,20,B,0,57,53,3,0,0,0,0,
18,20,E1,0,43,32,1,0,0,0,0,
18,21,B,2,256,64,5,1,0,0,14,
18,22,B,1,105,60,0,1,0,0,5,
18,23,B,0,166,124,15,6,3,0,0,
18,23,E1,2,67,35,2,1,0,4,0,
18,24,B,1,247,152,6,0,2,0,16,
18,24,E1,0,64,50,3,0,0,0,6,
18,25,B,0,50,20,1,1,0,0,0,
18,26,B,0,67,43,1,3,1,0,6,
18,27,B,1,108,62,10,22,0,0,16,
18,27,E1,0,31,56,1,0,0,0,0,
18,28,B,4,38,86,3,3,1,0,3,
18,29,B,0,44,15,0,0,0,0,0,
18,29,E1,0,20,16,3,1,0,0,1,
18,30,B,1,71,74,7,2,1,0,0,
18,31,B,0,198,37,0,0,4,0,9,
18,32,B,6,208,47,19,2,2,0,10,
18,33,B,2,211,250,8,0,17,0,16,
18,34,B,0,105,31,6,0,0,0,5,
18,34,E1,0,25,19,1,0,0,0,0,
18,35,B,0,44,28,1,0,0,1,1,
18,36,B,3,254,279,5,3,0,0,35,
18,37,B,1,113,109,2,0,1,0,0,
18,38,B,4,411,268,2,1,2,0,20,
18,39,B,2,273,260,2,1,0,0,39,
18,40,B,0,247,113,5,16,1,0,5,
18,40,E1,0,115,19,1,1,0,0,2,
18,41,B,0,150,84,4,3,2,0,6,
18,42,B,1,22,30,1,4,0,0,3,
18,43,B,0,215,198,14,3,4,0,0,
18,44,B,0,50,50,4,0,0,0,2,
18,45,B,0,41,98,5,1,0,0,0,
18,46,B,7,212,144,20,89,2,0,39,
18,47,B,8,205,168,7,9,5,0,13,
18,47,E1,0,34,27,2,0,1,0,0,
18,48,B,3,87,25,8,4,0,0,5,
18,196,B,1,212,231,18,0,1,0,5,
18,196,C1,3,232,208,16,0,1,0,7,
18,197,B,0,213,182,13,1,2,0,7,
18,197,C1,2,228,196,15,2,1,0,12,
18,198,B,0,132,83,1,0,0,0,0,
18,199,B,0,102,90,7,0,0,0,0,
18,200,B,1,109,51,1,0,0,0,9,
18,201,B,0,71,47,0,0,0,0,0,
18,201,E1,0,47,36,1,0,0,0,2,
18,202,B,0,214,204,2,0,0,0,12,
18,202,E1,1,42,47,2,0,0,0,0,
18,203,B,0,74,103,0,0,0,0,0,
18,203,E1,1,25,141,1,1,0,0,2,
18,203,E2,0,65,101,1,0,0,0,8,
18,204,B,1,79,48,7,1,0,0,3,
18,205,B,0,94,58,4,1,0,0,9,
18,206,B,0,128,81,2,0,0,0,1,
18,207,B,0,62,36,2,1,0,0,0,
18,207,E1,0,38,18,2,0,0,0,1,
18,207,E2,0,36,46,3,0,0,0,2,
18,208,B,2,184,151,4,1,0,0,0,
18,209,B,0,29,35,3,0,0,0,0,
18,209,E1,0,57,33,0,0,0,0,0,
18,210,B,0,92,65,2,1,0,0,27,
18,210,E1,0,18,45,2,0,0,0,0,
18,211,B,0,115,84,0,0,0,0,6,
18,212,B,0,62,17,1,0,0,0,1,
18,212,E1,0,35,64,3,0,0,0,0,
18,213,B,0,41,16,1,0,0,0,2,
18,213,E1,0,73,61,3,0,1,0,2,
18,214,B,1,84,73,0,0,1,0,6,
18,214,E1,0,43,28,0,0,0,0,5,
