mun,seccion,casilla,pan,pri,prd,pt,prd,mc,indepValorEresTu,indepAhoraSi,IndepLayin,nr,nul
Tepic,669,B,206,140,,8,1,0,,,,0,12
Tepic,670,B,218,120,,4,2,8,,,,0,11
Tepic,671,B,118,45,,3,0,3,,,,0,0
Tepic,672,B,59,16,,0,0,0,,,,0,0
Tepic,673,B,157,103,,6,1,4,,,,0,8
Tepic,674,B,177,66,,2,1,2,,,,0,3
Tepic,675,B,130,51,,11,0,5,,,,0,3
Tepic,676,B,235,166,,8,4,1,,,,0,10
Tepic,676,C1,196,161,,13,2,10,,,,0,6
Tepic,677,B,283,145,,17,4,6,,,,0,14
Tepic,678,B,316,158,,21,10,9,,,,0,14
Tepic,678,C1,313,157,,17,5,7,,,,1,7
Tepic,679,B,245,165,,38,8,11,,,,0,20
Tepic,679,C1,227,166,,39,4,3,,,,0,28
Tepic,680,B,172,96,,9,9,4,,,,1,11
Tepic,680,C1,178,98,,16,5,2,,,,1,5
Tepic,681,B,292,146,,10,3,8,,,,0,7
Tepic,682,B,104,30,,8,0,1,,,,1,2
Tepic,683,B,82,33,,3,0,2,,,,0,1
Tepic,684,B,99,28,,5,4,0,,,,1,4
Tepic,685,B,171,89,,2,1,2,,,,1,11
Tepic,686,B,98,69,,7,0,3,,,,0,6
Tepic,687,B,256,136,,16,2,3,,,,0,8
Tepic,688,B,228,136,,2,3,6,,,,0,3
Tepic,689,B,195,79,,7,1,0,,,,0,7
Tepic,690,B,166,72,,5,1,3,,,,0,7
Tepic,691,B,173,120,,18,1,1,,,,0,8
Tepic,692,B,247,160,,8,2,7,,,,2,13
Tepic,693,B,193,117,,10,4,3,,,,0,0
Tepic,693,C1,234,117,,15,6,7,,,,0,12
Tepic,694,B,169,169,,34,2,3,,,,0,29
Tepic,694,C1,183,172,,32,3,1,,,,0,21
Tepic,695,B,223,160,,11,2,8,,,,3,14
Tepic,695,C1,194,189,,16,4,6,,,,0,18
Tepic,695,C2,247,133,,10,2,4,,,,0,9
Tepic,695,C3,217,152,,15,3,11,,,,0,16
Tepic,696,B,169,128,,7,3,7,,,,0,0
Tepic,696,C1,210,88,,12,0,4,,,,1,5
Tepic,697,B,189,93,,7,2,5,,,,0,3
Tepic,698,B,162,73,,7,4,5,,,,0,1
Tepic,699,B,106,78,,6,0,1,,,,0,0
Tepic,700,B,206,129,,1,2,5,,,,0,2
Tepic,700,C1,209,107,,6,1,0,,,,1,6
Tepic,701,B,294,210,,10,0,7,,,,0,1
Tepic,701,C1,295,210,,7,3,4,,,,1,7
Tepic,702,B,199,103,,9,1,5,,,,0,8
Tepic,702,C1,195,125,,8,0,4,,,,0,4
Tepic,703,B,232,129,,6,2,3,,,,0,13
Tepic,704,B,127,69,,6,3,3,,,,2,4
Tepic,705,B,286,157,,9,1,2,,,,0,5
Tepic,706,B,248,153,,15,3,10,,,,0,9
Tepic,707,B,187,124,,12,5,9,,,,0,5
Tepic,708,B,235,151,,7,1,3,,,,0,11
Tepic,709,B,280,134,,15,3,5,,,,0,9
Tepic,709,C1,262,142,,16,1,8,,,,0,10
Tepic,710,B,214,138,,10,0,5,,,,0,7
Tepic,710,C1,200,152,,7,2,9,,,,0,6
Tepic,712,B,139,115,,35,3,3,,,,0,2
Tepic,712,C1,143,101,,50,3,4,,,,0,13
Tepic,713,B,257,132,,9,1,7,,,,0,8
Tepic,713,C1,272,102,,9,1,3,,,,0,7
Tepic,714,B,185,158,,9,7,12,,,,0,8
Tepic,715,B,173,140,,6,5,5,,,,1,5
Tepic,715,C1,206,129,,9,3,9,,,,0,7
Tepic,716,B,191,94,,10,1,4,,,,1,8
Tepic,717,B,50,29,,0,1,1,,,,0,1
Tepic,718,B,197,174,,7,6,0,,,,0,5
Tepic,719,B,223,132,,13,5,0,,,,0,0
Tepic,719,C1,270,127,,6,7,1,,,,0,0
Tepic,720,B,256,178,,6,6,7,,,,3,14
Tepic,721,B,227,185,,10,3,14,,,,0,8
Tepic,722,B,234,210,,11,2,10,,,,1,10
Tepic,723,B,276,221,,10,7,4,,,,2,0
Tepic,723,C1,271,214,,19,7,5,,,,0,15
Tepic,724,B,183,148,,5,3,9,,,,0,12
Tepic,724,C1,204,167,,7,8,5,,,,0,15
Tepic,724,C2,184,157,,7,0,1,,,,0,0
Tepic,725,B,286,120,,14,1,3,,,,0,13
Tepic,725,C1,315,106,,9,1,3,,,,0,11
Tepic,726,B,294,200,,6,6,6,,,,2,10
Tepic,727,B,267,115,,10,3,7,,,,0,15
Tepic,728,B,216,86,,2,1,0,,,,0,2
Tepic,728,C1,244,86,,4,2,7,,,,1,4
Tepic,729,B,217,142,,14,2,3,,,,0,13
Tepic,730,B,313,170,,8,2,9,,,,0,10
Tepic,731,B,247,234,,11,8,5,,,,0,12
Tepic,732,B,240,283,,9,3,5,,,,0,17
Tepic,732,C1,237,269,,12,5,4,,,,0,17
Tepic,733,B,175,177,,6,1,5,,,,0,12
Tepic,733,C1,201,164,,12,5,3,,,,0,13
Tepic,734,B,230,192,,12,4,10,,,,0,6
Tepic,735,B,195,162,,13,5,9,,,,0,8
Tepic,736,B,250,195,,14,5,0,,,,1,0
Tepic,736,C1,220,193,,11,3,6,,,,0,14
Tepic,736,C2,221,201,,20,6,6,,,,2,5
Tepic,738,B,190,186,,15,2,4,,,,0,19
Tepic,738,C1,203,202,,12,3,5,,,,1,13
Tepic,739,B,231,153,,5,3,7,,,,0,8
Tepic,739,C1,227,156,,9,1,6,,,,0,12
Tepic,740,B,137,121,,5,1,4,,,,0,7
Tepic,740,C1,152,86,,8,2,4,,,,0,9
Tepic,741,B,270,146,,11,0,12,,,,0,13
Tepic,742,B,292,223,,13,5,8,,,,3,7
Tepic,743,B,250,185,,11,2,5,,,,0,12
Tepic,744,B,254,154,,14,8,7,,,,4,6
Tepic,744,C1,256,165,,9,10,0,,,,0,2
Tepic,745,B,192,113,,9,2,10,,,,0,12
Tepic,745,C1,200,103,,16,3,5,,,,0,0
Tepic,746,B,230,125,,11,0,4,,,,0,11
Tepic,746,C1,202,132,,3,1,6,,,,0,6
Tepic,747,B,152,126,,5,2,4,,,,3,12
Tepic,747,C1,167,105,,7,2,4,,,,0,9
Tepic,748,B,142,113,,8,6,3,,,,0,6
Tepic,748,C1,129,128,,5,1,5,,,,1,7
Tepic,749,B,251,170,,9,1,1,,,,0,15
Tepic,749,C1,280,153,,9,1,7,,,,0,7
Tepic,749,C2,268,177,,11,1,5,,,,1,9
Tepic,750,B,213,113,,9,4,0,,,,1,6
Tepic,751,B,292,171,,9,2,6,,,,2,11
Tepic,752,B,196,122,,17,1,1,,,,0,9
Tepic,752,C1,183,131,,9,2,4,,,,0,14
Tepic,753,B,217,128,,11,1,8,,,,0,7
Tepic,753,C1,221,133,,23,2,11,,,,0,12
Tepic,754,B,199,168,,3,1,4,,,,1,11
Tepic,754,C1,191,177,,13,0,7,,,,0,8
Tepic,754,C2,153,192,,7,1,5,,,,0,10
Tepic,755,B,138,103,,6,2,4,,,,0,6
Tepic,755,C1,166,90,,4,1,4,,,,0,6
Tepic,756,B,174,97,,5,6,7,,,,4,6
Tepic,756,C1,163,93,,12,4,5,,,,0,4
Tepic,757,B,296,184,,11,4,7,,,,0,9
Tepic,759,B,222,101,,9,2,9,,,,1,10
Tepic,759,C1,190,123,,4,1,9,,,,0,16
Tepic,760,B,271,138,,11,3,7,,,,0,12
Tepic,760,C1,275,123,,7,4,4,,,,0,44
Tepic,760,C2,269,138,,7,6,5,,,,0,7
Tepic,761,B,221,169,,14,2,13,,,,0,17
Tepic,762,B,193,135,,13,2,2,,,,2,9
Tepic,762,C1,187,137,,6,6,3,,,,0,10
Tepic,763,B,236,156,,12,5,4,,,,0,10
Tepic,763,C1,227,140,,15,0,10,,,,0,19
Tepic,764,B,249,153,,7,1,3,,,,0,10
Tepic,764,C1,252,125,,10,1,2,,,,0,8
Tepic,764,C2,214,145,,13,2,6,,,,0,10
Tepic,764,C3,245,118,,10,2,8,,,,0,16
Tepic,764,C4,229,146,,9,4,6,,,,0,13
Tepic,765,B,259,138,,10,2,7,,,,1,19
Tepic,765,C1,262,156,,13,2,7,,,,0,0
Tepic,765,C2,244,143,,18,3,5,,,,0,10
Tepic,766,B,185,108,,10,4,0,,,,0,12
Tepic,766,C1,185,113,,13,5,10,,,,0,12
Tepic,767,B,212,131,,6,4,9,,,,0,7
Tepic,768,B,33,49,,2,2,0,,,,0,0
Tepic,769,B,39,67,,1,0,2,,,,0,0
Tepic,769,E1,63,148,,5,0,0,,,,1,2
Tepic,769,E2,74,132,,3,1,0,,,,0,9
Tepic,770,B,129,271,,7,2,1,,,,2,12
Tepic,770,C1,130,275,,11,1,1,,,,0,11
Tepic,770,E1,30,55,,2,0,0,,,,0,2
Tepic,771,B,55,105,,0,1,0,,,,0,0
Tepic,771,E1,19,63,,0,0,0,,,,0,0
Tepic,772,B,91,154,,6,0,1,,,,0,13
Tepic,772,E1,51,58,,17,0,0,,,,0,0
Tepic,773,B,91,130,,2,1,0,,,,0,3
Tepic,774,B,137,201,,9,3,1,,,,0,12
Tepic,774,C1,152,179,,7,5,1,,,,0,11
Tepic,775,B,66,40,,2,2,1,,,,0,4
Tepic,775,E1,23,40,,0,0,0,,,,0,0
Tepic,776,B,24,50,,0,0,0,,,,0,2
Tepic,777,B,53,53,,1,0,0,,,,0,0
Tepic,778,B,157,127,,6,1,2,,,,0,21
Tepic,779,B,237,177,,11,2,20,,,,0,0
Tepic,780,B,264,235,,12,7,4,,,,2,31
Tepic,780,C1,257,213,,0,18,3,,,,0,23
Tepic,781,B,312,190,,6,3,4,,,,0,21
Tepic,782,B,162,103,,10,1,3,,,,0,17
Tepic,782,C1,147,87,,9,1,4,,,,0,17
Tepic,783,B,281,215,,24,3,1,,,,0,19
Tepic,784,B,51,54,,3,1,3,,,,0,0
Tepic,784,E1,23,145,,4,0,0,,,,0,5
Tepic,785,B,121,166,,12,4,1,,,,0,22
Tepic,785,C1,140,169,,8,5,3,,,,0,24
Tepic,786,B,105,104,,8,7,7,,,,0,7
Tepic,787,B,111,77,,12,2,1,,,,0,14
Tepic,788,B,293,270,,8,2,1,,,,1,24
Tepic,789,B,177,120,,4,2,1,,,,0,16
Tepic,789,C1,180,114,,6,1,1,,,,0,10
Tepic,790,B,45,143,,4,0,2,,,,0,1
Tepic,791,B,33,54,,4,0,1,,,,0,1
Tepic,792,B,159,174,,15,0,4,,,,0,5
Tepic,793,B,82,136,,6,0,0,,,,0,5
Tepic,794,B,129,127,,3,0,1,,,,0,6
Tepic,795,B,160,261,,14,2,2,,,,0,8
Tepic,796,B,249,254,,21,5,9,,,,0,0
Tepic,797,B,227,291,,18,3,4,,,,0,22
Tepic,798,B,148,278,,8,4,0,,,,0,7
Tepic,799,B,174,177,,14,3,9,,,,0,0
Tepic,799,C1,184,157,,13,1,5,,,,0,9
Tepic,799,C2,206,166,,12,1,2,,,,0,0
Tepic,799,C3,205,170,,6,5,5,,,,0,9
Tepic,799,C4,200,141,,9,0,5,,,,0,0
Tepic,800,B,140,163,,6,0,4,,,,0,0
Tepic,801,B,163,176,,8,0,1,,,,0,7
Tepic,801,C1,128,151,,4,0,5,,,,0,37
Tepic,802,B,221,217,,4,0,2,,,,1,11
Tepic,803,B,140,118,,4,0,1,,,,0,0
Tepic,803,E1,98,63,,6,1,3,,,,0,6
Tepic,803,E2,56,63,,25,1,2,,,,0,2
Tepic,804,B,169,175,,8,3,4,,,,0,17
Tepic,804,C1,155,162,,13,3,2,,,,0,9
Tepic,804,C2,137,186,,11,2,5,,,,0,13
Tepic,804,C3,145,165,,12,1,1,,,,0,14
Tepic,805,B,142,128,,11,4,1,,,,14,0
Tepic,805,C1,135,159,,5,2,5,,,,1,5
Tepic,806,B,210,237,,16,0,2,,,,2,15
Tepic,807,B,149,198,,4,2,0,,,,0,17
Tepic,807,C1,147,229,,5,3,1,,,,0,0
Tepic,807,C2,149,214,,10,4,5,,,,0,7
Tepic,808,B,149,244,,6,3,16,,,,2,16
Tepic,809,B,285,154,,10,5,10,,,,0,15
Tepic,879,B,239,191,,11,4,7,,,,1,17
Tepic,880,B,223,136,,16,2,2,,,,0,20
Tepic,881,B,216,111,,16,5,2,,,,0,0
Tepic,882,B,166,164,,15,4,7,,,,0,0
Tepic,883,B,247,139,,26,4,2,,,,0,18
Tepic,884,B,177,94,,17,5,1,,,,0,0
Tepic,885,B,201,122,,11,3,3,,,,1,10
Tepic,886,B,206,103,,20,2,3,,,,1,6
Tepic,887,B,141,104,,20,2,4,,,,0,9
Tepic,888,B,244,165,,25,2,3,,,,0,9
Tepic,889,B,101,67,,4,1,1,,,,1,3
Tepic,890,B,247,155,,22,2,4,,,,2,7
Tepic,891,B,206,86,,11,2,5,,,,0,5
Tepic,892,B,248,108,,15,3,6,,,,0,19
Tepic,893,B,96,77,,6,1,4,,,,0,0
Tepic,894,B,301,199,,11,1,3,,,,0,23
Tepic,895,B,215,110,,12,4,3,,,,2,11
Tepic,896,B,281,147,,22,6,2,,,,1,6
Tepic,897,B,192,101,,11,0,4,,,,0,0
Tepic,898,B,133,110,,8,2,5,,,,0,5
Tepic,899,B,206,118,,9,3,18,,,,5,11
Tepic,900,B,163,99,,5,3,10,,,,1,5
Tepic,901,B,159,74,,11,1,4,,,,1,6
Tepic,902,B,185,101,,8,2,5,,,,0,9
Tepic,903,B,180,136,,11,1,8,,,,0,15
Tepic,904,B,257,155,,10,2,16,,,,0,10
Tepic,905,B,145,104,,15,0,11,,,,0,12
Tepic,905,C1,163,101,,14,4,0,,,,0,7
Tepic,906,B,190,165,,18,6,3,,,,2,17
Tepic,907,B,135,78,,13,4,5,,,,0,9
Tepic,908,B,209,134,,12,5,5,,,,0,15
Tepic,909,B,153,86,,28,4,4,,,,0,11
Tepic,910,B,255,149,,24,6,4,,,,0,21
Tepic,911,B,150,151,,8,2,2,,,,0,7
Tepic,912,B,105,82,,9,4,2,,,,0,5
Tepic,913,B,199,109,,8,4,5,,,,0,13
Tepic,914,B,243,164,,13,3,6,,,,0,9
Tepic,915,B,125,113,,5,2,3,,,,0,4
Tepic,916,B,146,117,,8,2,1,,,,0,8
Tepic,917,B,190,166,,7,0,5,,,,0,5
Tepic,918,B,289,188,,11,4,8,,,,0,14
Tepic,919,B,210,52,,2,2,7,,,,0,3
Tepic,920,B,291,161,,9,7,8,,,,1,7
Tepic,921,B,242,142,,4,1,4,,,,2,15
Tepic,922,B,224,100,,1,2,4,,,,0,5
Tepic,923,B,242,125,,9,3,13,,,,1,4
Tepic,924,B,166,135,,13,2,11,,,,0,6
Tepic,925,B,224,105,,7,6,8,,,,1,5
Tepic,926,B,247,179,,17,1,10,,,,0,0
Tepic,927,B,181,150,,7,0,7,,,,0,15
Tepic,928,B,139,81,,7,0,5,,,,0,13
Tepic,929,B,296,180,,22,5,13,,,,0,15
Tepic,930,B,240,192,,15,5,9,,,,1,16
Tepic,931,B,284,190,,12,3,14,,,,0,9
Tepic,932,B,180,89,,16,4,10,,,,0,10
Tepic,932,C1,173,113,,12,0,10,,,,1,7
Tepic,933,B,229,130,,13,1,9,,,,0,3
Tepic,934,B,268,151,,16,3,6,,,,0,4
Tepic,935,B,193,191,,17,3,13,,,,4,13
Tepic,936,B,229,123,,18,4,9,,,,0,10
Tepic,937,B,238,104,,8,3,4,,,,1,6
Tepic,938,B,137,78,,9,4,2,,,,1,3
Tepic,939,B,176,109,,8,1,11,,,,0,0
Tepic,939,C1,194,127,,5,1,10,,,,0,1
Tepic,940,B,309,147,,13,8,11,,,,0,13
Tepic,941,B,261,165,,9,3,18,,,,0,13
Tepic,942,B,187,87,,6,2,2,,,,0,3
Tepic,942,C1,186,85,,5,0,7,,,,0,5
Tepic,943,B,174,124,,10,1,2,,,,1,8
Tepic,944,B,182,139,,8,2,3,,,,0,7
Tepic,945,B,116,100,,9,1,9,,,,1,5
Tepic,946,B,190,102,,12,0,5,,,,0,5
Tepic,947,B,114,77,,6,4,5,,,,0,4
Tepic,948,B,147,136,,7,0,4,,,,0,0
Tepic,949,B,137,67,,11,0,4,,,,0,2
Tepic,950,B,142,76,,7,3,8,,,,2,3
Tepic,951,B ,107,84,,10,0,3,,,,0,2
Tepic,952,B ,124,93,,5,0,3,,,,0,2
Tepic,953,B ,172,115,,5,0,4,,,,0,3
Tepic,954,B ,142,98,,16,0,1,,,,0,4
Tepic,955,B ,124,81,,6,3,3,,,,5,0
Tepic,956,B ,148,87,,16,0,2,,,,0,4
Tepic,957,B ,152,112,,11,3,6,,,,0,0
Tepic,958,B ,134,127,,8,1,4,,,,2,9
Tepic,959,B ,149,103,,9,2,4,,,,0,3
Tepic,960,B ,129,106,,5,2,4,,,,1,1
Tepic,961,B ,113,117,,5,3,5,,,,1,3
Tepic,962,B ,80,87,,7,1,2,,,,0,1
Tepic,963,B ,139,121,,5,3,8,,,,0,0
Tepic,964,B ,102,92,,7,1,5,,,,0,3
Tepic,965,B ,171,133,,10,5,8,,,,0,13
Tepic,966,B ,98,71,,5,0,3,,,,1,5
Tepic,967,B ,146,99,,16,2,8,,,,0,7
Tepic,968,B ,102,74,,2,0,3,,,,0,5
Tepic,969,B ,132,98,,2,1,2,,,,1,2
Tepic,970,B ,93,82,,9,3,2,,,,1,5
Tepic,971,B ,95,77,,4,1,0,,,,0,5
Tuxpan,810,B,239,175,,12,,63,,,,0,18
Tuxpan,811,B,145,140,,44,,40,,,,0,0
Tuxpan,812,B,203,192,,14,,97,,,,0,0
Tuxpan,813,B,117,156,,11,,58,,,,0,5
Tuxpan,814,B,206,212,,22,,25,,,,0,14
Tuxpan,815,B,236,146,,6,,86,,,,0,19
Tuxpan,816,B,233,243,,9,,98,,,,0,26
Tuxpan,817,B,59,159,,3,,43,,,,0,4
Tuxpan,818,B,50,125,,4,,26,,,,0,7
Tuxpan,819,B,105,184,,13,,58,,,,0,5
Tuxpan,820,B,70,122,,12,,39,,,,0,3
Tuxpan,821,B,102,155,,9,,61,,,,0,0
Tuxpan,822,B,151,215,,12,,76,,,,0,17
Tuxpan,823,B,163,273,,30,,113,,,,0,28
Tuxpan,824,B,153,246,,35,,111,,,,0,30
Tuxpan,825,B,172,201,,16,,78,,,,0,19
Tuxpan,826,B,91,155,,5,,41,,,,0,6
Tuxpan,827,B,248,231,,20,,114,,,,1,0
Tuxpan,828,B,77,101,,10,,69,,,,0,12
Tuxpan,829,B,72,105,,14,,29,,,,0,0
Tuxpan,830,B,104,199,,7,,49,,,,0,6
Tuxpan,831,B,180,213,,14,,72,,,,0,0
Tuxpan,832,B,120,197,,20,,84,,,,0,17
Tuxpan,833,B,124,148,,9,,53,,,,0,14
Tuxpan,834,B,89,161,,7,,49,,,,0,0
Tuxpan,835,B,189,246,,12,,82,,,,0,11
Tuxpan,836,B,303,316,,4,,20,,,,0,0
Tuxpan,837,B,278,256,,10,,47,,,,0,16
Tuxpan,837,E1,37,40,,2,,0,,,,0,0
Tuxpan,838,B,142,143,,7,,33,,,,0,0
Tuxpan,838,C1,131,161,,4,,28,,,,0,0
Tuxpan,839,B,216,219,,8,,42,,,,0,22
Tuxpan,840,B,189,197,,11,,45,,,,0,17
Tuxpan,841,B,207,140,,16,,8,,,,0,13
Tuxpan,842,B,328,154,,24,,16,,,,1,22
Tuxpan,843,B,218,170,,13,,17,,,,0,19
Xalisco,844,B,270,184,,15,2,12,,,,0,9
Xalisco,844,C1,294,168,,7,1,16,,,,0,9
Xalisco,844,C2,280,141,,13,1,13,,,,0,11
Xalisco,844,C3,287,155,,14,4,18,,,,0,7
Xalisco,844,C4,288,149,,9,0,24,,,,2,19
Xalisco,845,B,268,163,,18,1,8,,,,2,16
Xalisco,845,C1,298,146,,15,2,7,,,,1,10
Xalisco,845,C2,292,152,,9,4,12,,,,1,12
Xalisco,845,C3,282,152,,16,4,19,,,,0,6
Xalisco,846,B,314,209,,7,1,11,,,,0,11
Xalisco,846,C1,262,234,,16,3,6,,,,0,10
Xalisco,847,B,316,181,,13,5,8,,,,0,18
Xalisco,847,C1,296,192,,23,4,11,,,,0,0
Xalisco,847,C2,290,187,,27,2,3,,,,1,7
Xalisco,847,C3,290,184,,33,1,9,,,,0,14
Xalisco,847,C4,289,213,,17,3,7,,,,2,0
Xalisco,847,C5,296,178,,27,2,15,,,,3,13
Xalisco,848,B,278,228,,10,1,10,,,,0,9
Xalisco,848,C1,291,231,,14,0,4,,,,0,0
Xalisco,849,B,290,171,,12,0,14,,,,0,0
Xalisco,850,B,342,178,,12,1,10,,,,0,13
Xalisco,850,C1,335,188,,11,0,9,,,,0,0
Xalisco,851,B,248,195,,13,0,3,,,,0,11
Xalisco,852,B,345,236,,13,3,9,,,,0,15
Xalisco,853,B,268,174,,15,1,9,,,,1,6
Xalisco,853,C1,223,169,,11,5,4,,,,0,8
Xalisco,854,B,391,261,,13,2,23,,,,0,13
Xalisco,855,B,336,299,,17,1,5,,,,1,17
Xalisco,856,B,157,171,,5,1,1,,,,0,3
Xalisco,856,E1,113,100,,1,0,0,,,,0,6
Xalisco,857,B,194,193,,5,1,12,,,,0,0
Xalisco,857,C1,202,180,,4,2,7,,,,0,7
Xalisco,858,B,187,199,,3,4,6,,,,0,11
Xalisco,858,C1,189,206,,2,7,14,,,,0,11
Xalisco,859,B,270,294,,5,0,5,,,,0,15
Xalisco,859,C1,214,298,,7,3,7,,,,2,13
Xalisco,860,B ,114,211,,7,1,4,,,,0,5
Xalisco,861,B ,333,233,,0,1,2,,,,1,7
Xalisco,862,B ,172,128,,2,0,0,,,,0,2
Xalisco,862,E1 ,100,59,,0,0,0,,,,0,3
Xalisco,862,E2 ,49,92,,1,0,0,,,,0,0
Xalisco,863,B ,166,159,,3,1,2,,,,0,0
Xalisco,864,B ,200,200,,6,0,6,,,,0,16
Xalisco,864,C1 ,219,144,,5,0,3,,,,0,11
Xalisco,864,E1 ,43,44,,8,1,5,,,,0,2
Xalisco,865,B ,219,282,,19,1,1,,,,0,0
Xalisco,865,E1 ,64,72,,6,0,0,,,,0,0
La Yesca,866,B ,228,159,,9,,,,,,1,19
La Yesca,867,B ,183,420,,55,,,,,,0,0
La Yesca,867,E1 ,55,88,,4,,,,,,0,0
La Yesca,868,B ,26,250,,1,,,,,,0,5
La Yesca,869,B ,116,353,,0,,,,,,0,11
La Yesca,869,C1 ,146,359,,4,,,,,,0,7
La Yesca,870,B ,108,217,,3,,,,,,0,18
La Yesca,870,C1 ,108,236,,1,,,,,,0,3
La Yesca,872,B ,7,147,,30,,,,,,0,11
La Yesca,873,B ,20,119,,0,,,,,,0,0
La Yesca,873,E1 ,21,78,,1,,,,,,0,3
La Yesca,873,E2 ,13,90,,0,,,,,,0,0
La Yesca,873,E3 ,5,93,,1,,,,,,0,5
La Yesca,874,B ,26,123,,0,,,,,,0,0
La Yesca,874,E1 ,11,104,,1,,,,,,0,0
La Yesca,874,E2 ,3,105,,0,,,,,,0,1
La Yesca,875,B ,145,51,,1,,,,,,0,8
La Yesca,876,B ,42,103,,2,,,,,,1,7
La Yesca,876,E1 ,50,105,,1,,,,,,0,14
La Yesca,878,B ,265,220,,17,,,,,,0,0
La Yesca,878,E1 ,14,121,,44,,,,,,2,11
