sep=|
20:11 horas (UTC-5)
lunes 8 de junio de 2015
ACTAS_CAPTURADAS|ACTAS_POR_CAPTURAR|PORCENTAJE_ACTAS_CAPTURADAS|ACTAS_CONTABILIZADAS|ACTAS_NO_CONTABILIZADAS|PARTICIPACION_CIUDADANA
1,761|563|75.77|1,748|13|53.071

ID_ESTADO|ESTADO|ID_MUNICIPIO|MUNICIPIO|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|NUM_BOLETAS_SOBRANTES|TOTAL_CIUDADANOS_VOTARON|NUM_BOLETAS_EXTRAIDAS|PAN|PRI|PRD|PT|PVEM|MOVIMIENTO_CIUDADANO|NUEVA_ALIANZA|PSD|MORENA|ES|PH|C_PRI_PV|C_PRI_PANAL|C_PV_PANAL|C_PRI_PV_PANAL|C_PRD_PT|CAND_IND_1|NO_REGISTRADOS|NULOS|TOTAL_VOTOS|LISTA_NOMINAL|OBSERVACIONES|CONTABILIZADA|CRYT|SHA|HORA_ACOPIO|HORA_CAPTURA|HORA_REGISTRO
17|MORELOS|26|TLAYACAPAN|767|1|C|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |567| | | | | | | |
17|MORELOS|26|TLAYACAPAN|767|2|C|0|2|14|222|359|359|1|86|112|Ilegible|2|2|125|Ilegible|17|1|Ilegible|-|-|-|-|-|-|Ilegible|13|359|566| |1| |b635061b2cb9324d814f7bc9f1457340908a5c2018adee8cbf54a5a006373323|2015-06-08 04:50:00.000|2015-06-08 05:33:14.668|2015-06-08 05:33:16.732|
17|MORELOS|26|TLAYACAPAN|768|1|B|0|2|14|315|417|419|4|89|168|3|4|2|102|1|18|1|1|-|-|-|-|-|-|Sin dato|26|419|713| |1| |8929e9644ecb172810a7a8f3d5e1334fb152d07689b2502e34885692936231fb|2015-06-08 01:36:00.000|2015-06-08 02:28:11.997|2015-06-08 02:28:15.409|
17|MORELOS|26|TLAYACAPAN|768|1|C|0|2|14|314|416|420|2|125|152|1|4|4|89|2|14|0|5|-|-|-|-|-|-|0|22|420|713| |1| |c0269d38485e343f23ba544e34c15fb288a68a12dd1c38f93c6ec91c0a61411b|2015-06-08 05:19:00.000|2015-06-08 06:49:09.810|2015-06-08 06:49:14.383|
17|MORELOS|26|TLAYACAPAN|768|2|C|0|2|14|311|417|423|3|99|157|3|2|3|108|3|23|1|3|-|-|-|-|-|-|Sin dato|18|423|713| |1| |9a5cbf6e3c82b8b52b6f1d2bf151c429cb80e4e3a6d466869b16e18da1d158fe|2015-06-08 02:57:00.000|2015-06-08 03:59:55.420|2015-06-08 04:00:00.964|
17|MORELOS|27|TOTOLAPAN|769|1|B|0|1|14|238|497|498|160|68|220|0|0|1|1|0|24|0|1|-|-|-|-|-|-|0|23|498|714| |1| |0eaa23a15565c794e1e5a6c81a6b8e8d65f68732d4590f99c267dac08980af7a|2015-06-08 05:16:00.000|2015-06-08 06:25:55.451|2015-06-08 06:37:40.063|
17|MORELOS|27|TOTOLAPAN|769|1|C|0|1|14|215|516|0|196|47|225|3|2|1|1|4|28|0|2|-|-|-|-|-|-|0|10|519|713| |1| |fca159e144658d56655c52eab0077d237ca061b7692793712e675476c3714c6a|2015-06-08 05:42:00.000|2015-06-08 06:59:53.726|2015-06-08 06:59:56.374|
17|MORELOS|27|TOTOLAPAN|769|2|C|0|1|14|234|500|Ilegible|189|49|216|0|0|1|1|0|28|1|3|-|-|-|-|-|-|0|11|499|713| |1| |d15891ba3a04221c2cca1f3cc2a028ce1e76fd76875f60d8acc852c84351b81b|2015-06-08 05:16:00.000|2015-06-08 06:39:27.487|2015-06-08 06:39:30.949|
17|MORELOS|27|TOTOLAPAN|770|1|B|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |717| | | | | | | |
17|MORELOS|27|TOTOLAPAN|770|1|C|0|1|14|239|499|504|223|37|212|1|2|1|1|0|10|0|0|-|-|-|-|-|-|0|17|504|716| |1| |e1bb88e0d3bfdd1c1905a5e0edf35d9214a7472543f16b64d919d79faf21e678|2015-06-08 03:04:00.000|2015-06-08 04:18:45.927|2015-06-08 04:18:47.987|
17|MORELOS|27|TOTOLAPAN|771|1|B|0|1|14|177|402|404|147|53|174|0|2|0|2|1|6|0|1|-|-|-|-|-|-|0|8|394|560| |1| |8655ef3475a1e789afa71143408337e17627a0ddc7dd56bb656dcf8ac26fd948|2015-06-08 02:07:00.000|2015-06-08 02:44:42.086|2015-06-08 02:56:27.149|
17|MORELOS|27|TOTOLAPAN|771|1|C|0|1|14|204|374|376|157|37|167|0|0|0|1|0|4|1|2|-|-|-|-|-|-|0|7|376|559| |1| |6cae426853881afb2164e4ec485f5c1d3efe858aa2819e13b9d0e52015c31fe8|2015-06-08 02:08:00.000|2015-06-08 02:58:12.098|2015-06-08 02:58:15.646|
17|MORELOS|27|TOTOLAPAN|771|2|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |559| | | | | | | |
17|MORELOS|27|TOTOLAPAN|772|1|B|0|2|14|92|171|171|77|Ilegible|73|Sin dato|3|Sin dato|3|Sin dato|3|1|Sin dato|-|-|-|-|-|-|Sin dato|3|163|250| |1| |e18933074f2649dfadaac4445f398ddf99eea0b0a2309f28e66408da5ac82317|2015-06-07 21:57:00.000|2015-06-07 22:21:20.790|2015-06-07 22:21:23.727|
17|MORELOS|27|TOTOLAPAN|773|1|B|0|2|14|197|335|335|143|22|135|0|1|0|1|2|19|1|0|-|-|-|-|-|-|0|11|335|511| |1| |da145f46e9ee3464e3ad1ed35ef326c2b4b0177d6d6d700dd655ab0fcb365bfd|2015-06-08 05:12:00.000|2015-06-08 06:12:53.246|2015-06-08 06:12:57.356|
17|MORELOS|27|TOTOLAPAN|773|1|C|0|2|14|172|Ilegible|359|162|33|115|4|2|4|1|0|28|1|0|-|-|-|-|-|-|0|9|359|510| |1| |3b6c4c596c75ff6b2d6c2fdbfc9e1585a0099d01f3c68cdbd7bb86a9c9b51948|2015-06-08 05:22:00.000|2015-06-08 06:52:41.132|2015-06-08 06:52:44.066|
17|MORELOS|27|TOTOLAPAN|773|2|C|0|2|14|192|339|Sin dato|159|15|124|1|1|4|0|0|18|0|1|-|-|-|-|-|-|Sin dato|16|339|510| |1| |1a79c2c9bc72570c7b08b9fde59430f7bdf0de5a8fdc5764775f2758fa101eb2|2015-06-08 05:11:00.000|2015-06-08 06:15:08.687|2015-06-08 06:15:11.872|
17|MORELOS|27|TOTOLAPAN|774|1|B|0|2|14|119|242|242|64|40|111|0|2|0|1|0|16|0|1|-|-|-|-|-|-|0|7|242|340| |1| |a44427b8a57ab7a21c1eeaafd335eec5ac7cbf4d11d933e1a948af4ce352583a|2015-06-07 23:58:00.000|2015-06-08 01:01:04.786|2015-06-08 01:01:07.312|
17|MORELOS|27|TOTOLAPAN|775|1|B|0|2|14|51|187|188|52|2|127|1|0|0|1|0|4|0|0|-|-|-|-|-|-|0|1|188|218| |1| |aeeb83664ea82083f6a2aee10c6cfbd6e41ea320bc557335504e69a4fa64cf4e|2015-06-07 23:59:00.000|2015-06-08 01:03:56.796|2015-06-08 01:04:00.781|
17|MORELOS|28|XOCHITEPEC|776|1|B|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |608| | | | | | | |
17|MORELOS|28|XOCHITEPEC|776|1|C|0|1|14|327|298|302|6|85|112|4|13|39|11|4|7|8|0|-|-|-|-|-|-|0|13|302|608| |1| |7cebedbc8039fd0302a89a0133ddaa193183f29ce4c8e693595c3ca1a5e5fe05|2015-06-07 23:45:00.000|2015-06-08 00:36:47.060|2015-06-08 00:36:52.109|
17|MORELOS|28|XOCHITEPEC|776|2|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |608| | | | | | | |
17|MORELOS|28|XOCHITEPEC|777|1|B|0|1|14|349|353|352|19|112|114|2|6|49|7|4|11|10|4|-|-|-|-|-|-|0|16|354|681| |1| |4a4d41e2e139281da60d5faa015d6269a6e87e0b701140e672eb2770d20278a8|2015-06-08 04:38:00.000|2015-06-08 06:25:02.912|2015-06-08 06:25:06.160|
17|MORELOS|28|XOCHITEPEC|777|1|C|0|1|14|378|329|329|13|106|99|8|8|52|5|3|1|16|4|-|-|-|-|-|-|0|14|329|681| |1| |c99572e76efdebe7c700d122bfeb16ca0464c519e746e24f3d4d6118ca06a26b|2015-06-08 04:32:00.000|2015-06-08 06:35:03.755|2015-06-08 06:35:05.752|
17|MORELOS|28|XOCHITEPEC|777|2|C|0|1|14|364|338|338|21|94|117|6|6|43|13|6|6|14|2|-|-|-|-|-|-|Sin dato|10|338|681| |1| |4433d3f6c50073d607207304762bcff563f5ed3e2f6996af576b0dbeeefcedef|2015-06-08 05:39:00.000|2015-06-08 07:52:29.709|2015-06-08 07:52:39.176|
17|MORELOS|28|XOCHITEPEC|777|3|C|0|1|14|385|316|314|17|96|112|7|6|46|3|2|6|7|2|-|-|-|-|-|-|0|10|314|680| |1| |dca9b3d91fb6ad01664f718e7667ef00a4325bd5335cf71b5628d2b9cc208bf1|2015-06-08 05:33:00.000|2015-06-08 07:51:15.152|2015-06-08 07:51:19.068|
17|MORELOS|28|XOCHITEPEC|777|4|C|0|1|14|352|349|348|23|103|102|6|10|60|7|1|8|14|Sin dato|-|-|-|-|-|-|Sin dato|14|348|680| |1| |2c69fe6d1c5be08d74673abebda8e973f58018d930cdee417268995f236e487e|2015-06-08 04:18:00.000|2015-06-08 06:16:49.928|2015-06-08 06:16:56.917|
17|MORELOS|28|XOCHITEPEC|777|5|C|0|1|14|337|363|365|7|99|127|2|3|71|9|3|10|10|3|-|-|-|-|-|-|0|20|364|680| |1| |98886586d25429ed780bdb180e63e57f3dc29287136a079d86519c211cacf2ca|2015-06-08 05:27:00.000|2015-06-08 07:30:32.012|2015-06-08 07:30:37.552|
17|MORELOS|28|XOCHITEPEC|778|1|B|0|2|14|288|Ilegible|281|9|100|72|2|22|38|5|Ilegible|1|14|1|-|-|-|-|-|-|0|14|278|547| |1| |2728ca3d116e4065fe1e54c6d17555b6d24b576956a96f399abe3488ea82b948|2015-06-08 01:03:00.000|2015-06-08 02:39:15.506|2015-06-08 02:39:20.786|
17|MORELOS|28|XOCHITEPEC|778|1|C|0|2|14|255|310|313|12|112|93|2|16|34|12|1|4|12|2|-|-|-|-|-|-|0|12|312|547| |1| |e4055ff4416ed74cf38965768faae5d7180d1bd023e22e0a6d84a536ff10f22a|2015-06-07 23:50:00.000|2015-06-08 00:41:33.555|2015-06-08 00:41:37.600|
17|MORELOS|28|XOCHITEPEC|778|2|C|0|2|14|242|323|326|13|135|70|6|21|33|8|3|6|6|1|-|-|-|-|-|-|1|23|326|547| |1| |b363e1f8836b3dff9e8e627ede62af57280dbf009efd984737498e9d14e94c07|2015-06-08 04:19:00.000|2015-06-08 06:18:58.635|2015-06-08 06:19:03.644|
17|MORELOS|28|XOCHITEPEC|778|1|E|0|2|14|290|222|231|15|98|43|2|17|34|1|1|7|6|1|-|-|-|-|-|-|0|6|231|500| |1| |8edbb7433e1362932a9889c71bfde478da930bf6d9419455a43fa3eee7a82db6|2015-06-08 02:28:00.000|2015-06-08 04:14:54.579|2015-06-08 04:14:57.614|
17|MORELOS|28|XOCHITEPEC|779|1|B|0|1|14|280|403|403|21|183|95|0|20|44|9|5|3|8|2|-|-|-|-|-|-|0|13|403|662| |1| |8161e824322fd44f3c2c11e6f016d6ad4fa53f87d6f305327d391216e1a90667|2015-06-08 06:29:00.000|2015-06-08 08:31:51.416|2015-06-08 08:43:35.077|
17|MORELOS|28|XOCHITEPEC|779|1|C|0|1|14|289|391|392|23|180|88|5|20|40|7|2|3|7|4|-|-|-|-|-|-|0|15|394|662| |1| |ade1adb664a401c9331881324deddacd12ee496912b5a643e31300ea7d49cbac|2015-06-08 06:02:00.000|2015-06-08 15:51:08.773|2015-06-08 15:51:17.802|
17|MORELOS|28|XOCHITEPEC|780|1|B|0|1|14|Sin dato|Sin dato|Sin dato|Sin dato|15|Ilegible|169|107|4|Ilegible|2|7|9|5|-|-|-|-|-|-|0|16|334|681| |1| |de6c6a38386475bb7810e9fd8a038553795c3faf9b8de6b780e268eb8de6a845|2015-06-08 05:09:00.000|2015-06-08 07:13:52.156|2015-06-08 07:13:56.991|
17|MORELOS|28|XOCHITEPEC|780|1|C|0|1|14|282|419|420|18|207|99|2|14|41|19|1|5|7|0|-|-|-|-|-|-|0|7|420|680| |1| |c3b3aaa3c2b66ebd3141fc7b07e49fd79aaee4dc3d1f657929d8f4de73035fbc|2015-06-08 05:12:00.000|2015-06-08 07:23:08.529|2015-06-08 07:23:11.255|
17|MORELOS|28|XOCHITEPEC|781|1|B|0|2|14|196|347|348|10|195|45|1|2|55|15|1|8|7|0|-|-|-|-|-|-|0|9|348|523| |1| |1a59f241b7ce29bb832131841377fe2798b187e3cf1468feb3ca350cdac78398|2015-06-08 01:21:00.000|2015-06-08 03:00:42.332|2015-06-08 03:00:46.582|
17|MORELOS|28|XOCHITEPEC|781|1|C|0|2|14|210|334|334|14|184|36|1|5|57|22|1|4|4|0|-|-|-|-|-|-|0|6|334|523| |1| |e7797fc44238930d0c88030cf7df531372071c2e6115064292a1f331b05a91fd|2015-06-08 00:44:00.000|2015-06-08 02:02:59.223|2015-06-08 02:03:03.509|
17|MORELOS|28|XOCHITEPEC|781|2|C|0|2|14|213|328|330|11|175|58|1|1|53|17|2|3|4|1|-|-|-|-|-|-|0|4|330|522| |1| |bde8603dd78de64938e26b8b10a324bd8647e818e502711ee900cb43efbe5853|2015-06-08 00:27:00.000|2015-06-08 01:37:52.397|2015-06-08 01:37:57.624|
17|MORELOS|28|XOCHITEPEC|782|1|B|0|2|14|186|440|441|9|260|32|2|2|86|27|1|4|8|0|-|-|-|-|-|-|0|10|441|606| |1| |02f7c33e55a7767f719fa0294b37f4991bf8bc42025979eec103f1cf9c3a38bd|2015-06-08 00:52:00.000|2015-06-08 02:24:52.474|2015-06-08 02:24:56.003|
17|MORELOS|28|XOCHITEPEC|782|1|C|0|2|14|218|406|406|18|225|52|0|3|76|12|0|5|0|2|-|-|-|-|-|-|0|4|397|605| |1| |a50705f3c7f7a55017d84867a19f65abaf2239ed7da3b11bbf3ea37af44fda7a|2015-06-08 00:10:00.000|2015-06-08 01:18:11.910|2015-06-08 01:18:16.374|
17|MORELOS|28|XOCHITEPEC|782|1|S|0|2|15|704|67|67|1|26|9|3|4|10|6|0|5|2|1|-|-|-|-|-|-|0|0|67|0| |1| |0b1552c7ba9d79ef04edb1f96a377243ab7187a26a677da1bc8bbe576cdf89dc|2015-06-08 01:54:00.000|2015-06-08 03:35:47.122|2015-06-08 03:35:53.986|
17|MORELOS|28|XOCHITEPEC|783|1|B|0|2|14|284|448|455|20|197|56|1|6|128|14|3|12|6|2|-|-|-|-|-|-|2|8|455|718| |1| |f8e02fab7e4f9dd7b1e01d45e5fff632da3367f5daa168c1bf68d4172c122055|2015-06-06 02:55:00.000|2015-06-08 04:46:12.267|2015-06-08 04:46:17.325|
17|MORELOS|28|XOCHITEPEC|783|1|C|0|2|14|318|414|421|27|174|43|0|3|97|35|3|13|7|1|-|-|-|-|-|-|1|13|417|718| |1| |e4d174c25665c0609cc83b1052536f281a030daa2639f8c0f511ce0174d610bb|2015-06-08 03:16:00.000|2015-06-08 05:20:18.292|2015-06-08 05:20:22.275|
17|MORELOS|28|XOCHITEPEC|783|2|C|0|2|14|Sin dato|Sin dato|409|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|-|-|-|-|-|-|Sin dato|Sin dato|0|718| |1| |378628cfed9aa5e29c6b0a1370d8d65949df238ddd0db7dd9aeb9763801bef28|2015-06-08 03:33:00.000|2015-06-08 15:51:45.536|2015-06-08 15:51:52.127|
17|MORELOS|28|XOCHITEPEC|783|1|E|0|2|14|333|213|213|11|62|29|1|12|46|12|2|16|14|1|-|-|-|-|-|-|0|7|213|526| |1| |dd2f210c141bba4eca0639e352ac567ff70c332eda6db4cc2f951ff6224f766e|2015-06-08 02:46:00.000|2015-06-08 04:37:33.314|2015-06-08 04:37:34.703|
17|MORELOS|28|XOCHITEPEC|783|1|E|1|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |526| | | | | | | |
17|MORELOS|28|XOCHITEPEC|783|1|E|2|2|14|338|206|209|16|65|25|1|14|53|11|3|11|0|2|-|-|-|-|-|-|0|8|209|526| |1| |8753a67fd23b526745614f231dbfe07fa78b7afee48a651255aa4cd8ee5a333d|2015-06-08 02:43:00.000|2015-06-08 04:29:49.619|2015-06-08 04:29:53.101|
17|MORELOS|28|XOCHITEPEC|784|1|B|0|1|14|343|341|341|7|134|104|4|10|35|3|8|12|9|2|-|-|-|-|-|-|0|13|341|663| |1| |731288bdc32e2afe5c4ada17a2e6f7d9168797f8d261237be2fa9bf2f64c4761|2015-06-08 02:46:00.000|2015-06-08 04:36:27.463|2015-06-08 04:36:32.583|
17|MORELOS|28|XOCHITEPEC|784|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |663| | | | | | | |
17|MORELOS|28|XOCHITEPEC|784|2|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |663| | | | | | | |
17|MORELOS|28|XOCHITEPEC|784|3|C|0|1|14|370|309|Sin dato|4|119|118|3|7|37|4|3|7|1|0|-|-|-|-|-|-|0|10|313|662| |1| |99fff6a45d3f03a41ec98d621bc8191b80d4eb046afb83237363e9a273ccce28|2015-06-08 01:52:00.000|2015-06-08 03:34:00.597|2015-06-08 03:34:04.283|
17|MORELOS|28|XOCHITEPEC|785|1|B|0|1|14|281|238|242|3|76|93|3|4|30|2|3|7|10|2|-|-|-|-|-|-|0|9|242|502| |1| |dfb65208eefc6eaf4c70026bdc09abc35c6ece8e5588ec3ccf517f59cc637554|2015-06-08 03:49:00.000|2015-06-08 05:38:39.440|2015-06-08 05:38:42.420|
17|MORELOS|28|XOCHITEPEC|785|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |502| | | | | | | |
17|MORELOS|28|XOCHITEPEC|786|1|B|0|1|14|285|364|364|3|186|69|2|11|48|12|4|7|6|1|-|-|-|-|-|-|Sin dato|15|364|629| |1| |92c7398028590752510532206793c70daee20a1660ef2821b75235170e941724|2015-06-08 03:58:00.000|2015-06-08 05:59:54.744|2015-06-08 06:00:01.454|
17|MORELOS|28|XOCHITEPEC|786|1|C|0|1|14|264|382|386|14|181|88|2|8|48|13|1|8|10|3|-|-|-|-|-|-|Sin dato|10|386|628| |1| |329d07e3f0b70e1d732c0c3288666c1b0a2c523ba99d456bdc6edf552899a7ac|2015-06-08 04:35:00.000|2015-06-08 06:32:18.280|2015-06-08 06:32:22.097|
17|MORELOS|28|XOCHITEPEC|787|1|B|0|1|14|326|404|405|26|176|82|0|7|73|9|6|5|5|2|-|-|-|-|-|-|0|13|404|711| |1| |102b7f250db67074c18be586b6e7914c21f5a12eb02c371f21eca0f214fdb8bb|2015-06-08 05:24:00.000|2015-06-08 07:35:42.387|2015-06-08 07:35:46.458|
17|MORELOS|28|XOCHITEPEC|787|1|C|0|1|14|312|416|419|22|178|93|5|5|60|6|6|8|17|3|-|-|-|-|-|-|Sin dato|16|419|711| |1| |670409459498055c9b61d8a0918f50080405c90660d10a09de00f436dbb7fe93|2015-06-08 05:23:00.000|2015-06-08 08:02:53.244|2015-06-08 08:02:58.624|
17|MORELOS|28|XOCHITEPEC|787|2|C|0|1|14|321|403|420|27|189|73|1|9|66|18|6|4|11|2|-|-|-|-|-|-|0|14|420|710| |1| |0a90cea5ac6165b826afc77134d458f0f62bbe3ba7687ee618b7a7643f724c8c|2015-06-08 05:25:00.000|2015-06-08 07:36:28.715|2015-06-08 07:36:31.740|
17|MORELOS|28|XOCHITEPEC|788|1|B|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |702| | | | | | | |
17|MORELOS|28|XOCHITEPEC|788|1|C|0|1|14|288|434|435|10|199|84|1|13|76|11|5|11|4|21|-|-|-|-|-|-|0|21|456|702| |1| |57ba8fd5b5314b211656f24d4aa858538a46de3f4fd0fc09747c61aabd06b976|2015-06-08 04:06:00.000|2015-06-08 06:03:47.885|2015-06-08 06:03:51.322|
17|MORELOS|28|XOCHITEPEC|789|1|B|0|2|14|223|244|249|12|113|39|1|8|41|6|2|8|8|0|-|-|-|-|-|-|0|11|249|451| |1| |78bddcc7044359a569196b5605145215b8d81f71ce3bc037672811a5f40f413d|2015-06-08 04:33:00.000|2015-06-08 06:23:13.021|2015-06-08 06:34:57.645|
17|MORELOS|28|XOCHITEPEC|789|1|C|0|2|14|222|248|250|5|120|32|1|2|55|5|4|13|5|1|-|-|-|-|-|-|Sin dato|7|250|451| |1| |2ee232787e4a3634fb27d635f779cd8b6f07a04639dc0d6a954f3043c99d6397|2015-06-08 04:25:00.000|2015-06-08 06:33:07.614|2015-06-08 06:33:10.584|
17|MORELOS|28|XOCHITEPEC|790|1|B|0|2|14|214|332|334|17|160|35|1|10|54|13|11|13|8|3|-|-|-|-|-|-|0|4|329|527| |1| |f2c2377d5fa8eb4ddc71b8a19c9b45725d7d1488b2903127ede4e25dde76cae5|2015-06-08 01:33:00.000|2015-06-08 03:11:07.536|2015-06-08 03:11:11.045|
17|MORELOS|28|XOCHITEPEC|790|1|C|0|2|14|218|316|322|21|134|53|2|7|67|10|5|10|5|1|-|-|-|-|-|-|0|7|322|527| |1| |645df51f449ce53a1a01188bd7f8b2efe15e671c37bca03c81e6d6ba59d4f197|2015-06-08 02:34:00.000|2015-06-08 04:22:38.691|2015-06-08 04:22:43.618|
17|MORELOS|28|XOCHITEPEC|790|2|C|0|2|14|244|297|303|10|147|50|3|6|52|9|5|6|3|0|-|-|-|-|-|-|0|12|303|526| |1| |c0a2edc22e9822493dc34bd8a230fc3b5c3ece88b5e34663609eef8cff91ca3f|2015-06-07 23:34:00.000|2015-06-08 00:25:44.994|2015-06-08 00:25:48.155|
17|MORELOS|28|XOCHITEPEC|791|1|B|0|2|14|356|381|383|22|134|85|6|9|85|7|3|9|5|2|-|-|-|-|-|-|Sin dato|16|383|718| |1| |870143467ef6242a3145898b3062b73f9957d911f5b5ee976750e650fca171b1|2015-06-08 05:04:00.000|2015-06-08 07:07:46.036|2015-06-08 07:07:51.195|
17|MORELOS|28|XOCHITEPEC|791|1|C|0|2|14|399|399|400|29|154|77|3|4|84|7|13|13|8|0|-|-|-|-|-|-|0|8|400|718| |1| |2d75aff5adf10f682e8e180f44590520d9148ae890c2a897a549a0758416c6fc|2015-06-08 05:10:00.000|2015-06-08 07:10:33.124|2015-06-08 07:10:35.821|
17|MORELOS|28|XOCHITEPEC|791|2|C|0|2|14|331|408|408|33|138|85|2|5|101|3|9|13|8|Sin dato|-|-|-|-|-|-|Sin dato|11|408|718| |1| |7de5e7cf33ee0814ea6f0168cbe4111748a03a4e26f586e52bd73cec21b9fc1e|2015-06-08 05:07:00.000|2015-06-08 07:08:02.395|2015-06-08 07:08:05.032|
17|MORELOS|28|XOCHITEPEC|791|3|C|0|2|14|326|412|412|38|136|71|6|7|106|11|3|14|5|2|-|-|-|-|-|-|Sin dato|13|412|717| |1| |f3f0d3812bf05411e990e86b616e53d63cb00fba8d267debdf4a40e4cc5cf6ed|2015-06-08 05:07:00.000|2015-06-08 07:08:24.690|2015-06-08 07:08:25.454|
17|MORELOS|28|XOCHITEPEC|792|1|B|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |546| | | | | | | |
17|MORELOS|28|XOCHITEPEC|792|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |545| | | | | | | |
17|MORELOS|28|XOCHITEPEC|792|2|C|0|1|14|215|348|350|33|135|47|0|6|104|8|2|3|3|0|-|-|-|-|-|-|Sin dato|9|350|545| |1| |c17800979fe034a3c3010927ba2329b80af61dbb125eff17b482a464482401c4|2015-06-08 05:02:00.000|2015-06-08 07:07:51.437|2015-06-08 07:07:54.835|
17|MORELOS|28|XOCHITEPEC|793|1|B|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |539| | | | | | | |
17|MORELOS|28|XOCHITEPEC|793|1|C|0|2|14|218|337|341|10|55|171|4|3|75|4|1|1|8|1|-|-|-|-|-|-|0|8|341|538| |1| |2c7a02844fd7cbe18730b120e18ab23ba9352792d6f23f5c01e65809b4190a4d|2015-06-08 02:20:00.000|2015-06-08 04:11:05.217|2015-06-08 04:11:07.472|
17|MORELOS|28|XOCHITEPEC|794|1|B|0|2|14|311|340|342|16|103|99|1|3|81|15|3|5|11|2|-|-|-|-|-|-|0|3|342|632| |1| |54ffa05dbe2cc57219a3a9c4860562687fe6c5c7b9c878a149e3a0bf39b56dde|2015-06-08 01:59:00.000|2015-06-08 04:00:07.268|2015-06-08 04:00:10.300|
17|MORELOS|28|XOCHITEPEC|794|1|C|0|2|14|274|372|378|14|123|107|7|1|88|12|2|4|5|1|-|-|-|-|-|-|0|14|378|632| |1| |fb6057eab1de94b5051d93199c58f7591cc409b33eb44c4b457cfb140ce89c17|2015-06-08 04:05:00.000|2015-06-08 07:02:38.033|2015-06-08 07:02:41.915|
17|MORELOS|28|XOCHITEPEC|794|2|C|0|2|14|274|373|379|23|157|77|3|1|89|6|1|3|6|2|-|-|-|-|-|-|0|11|379|632| |1| |9477dd5784fb506168a525bc03b48998c277180410d31ca0524f7382a3be622c|2015-06-08 04:50:00.000|2015-06-08 07:00:39.631|2015-06-08 07:00:44.622|
17|MORELOS|28|XOCHITEPEC|794|3|C|0|2|14|288|361|365|22|114|89|5|3|97|2|1|6|7|3|-|-|-|-|-|-|0|17|366|632| |1| |3553fa9f343359ea77c96c8382bf814c1b37420ff224b1bf33a7375b2254e38b|2015-06-08 03:32:00.000|2015-06-08 04:47:42.995|2015-06-08 04:59:27.642|
17|MORELOS|28|XOCHITEPEC|794|4|C|0|2|14|318|332|334|18|105|84|1|5|92|5|0|5|5|2|-|-|-|-|-|-|0|12|334|631| |1| |0d1a2785238966ea952d2a043c504056b4045e300bb6cf83c6f01d1740c7888c|2015-06-08 02:52:00.000|2015-06-08 04:41:46.457|2015-06-08 04:41:51.974|
17|MORELOS|28|XOCHITEPEC|795|1|B|0|1|14|273|469|471|10|165|111|0|9|130|6|3|12|3|0|-|-|-|-|-|-|0|22|471|723| |1| |ea18c53c8ac32195e6792fa8ceb9c4b45eb0659ac5053cddf7d246e86f0ce94f|2015-06-08 00:17:00.000|2015-06-08 01:21:40.991|2015-06-08 01:21:45.133|
17|MORELOS|28|XOCHITEPEC|795|1|C|0|1|14|278|466|466|134|Sin dato|134|1|11|15|12|3|6|6|1|-|-|-|-|-|-|Sin dato|10|333|723| |1| |062469fee59cacbb1af69920891975521bd551940782aae51b1631a01d97032c|2015-06-08 02:30:00.000|2015-06-08 04:14:12.597|2015-06-08 04:14:16.824|
17|MORELOS|28|XOCHITEPEC|795|2|C|0|1|14|280|457|463|9|177|139|0|4|96|5|0|5|11|2|-|-|-|-|-|-|0|15|463|722| |1| |adf9f7f970c9bfc291a1c350a62d595cae3c647188418fdde1ef8527d8b856e7|2015-06-08 02:22:00.000|2015-06-08 04:12:44.147|2015-06-08 04:12:53.463|
17|MORELOS|28|XOCHITEPEC|796|1|B|0|2|14|349|374|378|18|152|84|2|4|91|2|0|5|6|2|-|-|-|-|-|-|0|12|378|708| |1| |6690dce4d280bb426c65e74703b1b39ba62903d810e20f709fbc05a9518b244e|2015-06-08 01:31:00.000|2015-06-08 02:55:25.499|2015-06-08 03:07:08.935|
