sep=|
20:11 horas (UTC-5)
lunes 8 de junio de 2015
ACTAS_CAPTURADAS|ACTAS_POR_CAPTURAR|PORCENTAJE_ACTAS_CAPTURADAS|ACTAS_CONTABILIZADAS|ACTAS_NO_CONTABILIZADAS|PARTICIPACION_CIUDADANA
1,761|563|75.77|1,748|13|53.071

ID_ESTADO|ESTADO|ID_MUNICIPIO|MUNICIPIO|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|NUM_BOLETAS_SOBRANTES|TOTAL_CIUDADANOS_VOTARON|NUM_BOLETAS_EXTRAIDAS|PAN|PRI|PRD|PT|PVEM|MOVIMIENTO_CIUDADANO|NUEVA_ALIANZA|PSD|MORENA|ES|PH|C_PRI_PV|C_PRI_PANAL|C_PV_PANAL|C_PRI_PV_PANAL|C_PRD_PT|CAND_IND_1|NO_REGISTRADOS|NULOS|TOTAL_VOTOS|LISTA_NOMINAL|OBSERVACIONES|CONTABILIZADA|CRYT|SHA|HORA_ACOPIO|HORA_CAPTURA|HORA_REGISTRO
17|MORELOS|3|AXOCHIAPAN|35|1|C|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |570| | | | | | | |
17|MORELOS|3|AXOCHIAPAN|36|1|B|0|2|14|217|289|293|7|42|11|49|102|9|13|8|28|0|8|-|-|-|-|-|-|0|16|293|489| |1| |10994a71d8547243289e250ff55b97236197af0a12f52fca57a712d664e424a7|2015-06-08 00:58:00.000|2015-06-08 01:43:47.749|2015-06-08 01:43:52.046|
17|MORELOS|3|AXOCHIAPAN|36|1|C|0|2|14|248|261|261|16|38|8|33|92|12|13|12|13|1|7|-|-|-|-|-|-|0|16|261|488| |1| |176aa27e89da240c6c058647b82a1066da8aab9fb0e8462922b95c93dc0eac2c|2015-06-08 01:01:00.000|2015-06-08 01:49:11.255|2015-06-08 01:49:14.673|
17|MORELOS|3|AXOCHIAPAN|37|1|B|0|2|14|576|Ilegible|355|40|68|3|49|88|4|12|30|7|1|37|-|-|-|-|-|-|1|15|355|499| |1| |ae66bf228135ff61729b61c04e84fc1bf3510187bc5e4be6deecbe1fc95e8ff0|2015-06-08 04:27:00.000|2015-06-08 05:02:08.124|2015-06-08 05:02:13.144|
17|MORELOS|3|AXOCHIAPAN|37|1|C|0|2|14|214|306|306|11|44|12|30|108|10|16|25|29|0|13|-|-|-|-|-|-|0|8|306|499| |1| |ece8b4cdc864aa9c4c17b9e2d4d21aab272bb682dd96efe04ac763f5dd7219a4|2015-06-08 06:13:00.000|2015-06-08 06:51:06.956|2015-06-08 06:51:10.211|
17|MORELOS|3|AXOCHIAPAN|38|1|B|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |555| | | | | | | |
17|MORELOS|3|AXOCHIAPAN|38|1|C|0|2|14|248|324|327|33|68|7|50|62|5|10|30|16|2|30|-|-|-|-|-|-|0|14|327|554| |1| |380f99f7bfbf43e81c4b5168d5730fbae9a223d71b45dfcfd3523d1543b17c32|2015-06-08 04:32:00.000|2015-06-08 05:27:40.198|2015-06-08 05:27:45.811|
17|MORELOS|3|AXOCHIAPAN|38|2|C|0|2|14|271|302|304|32|59|17|51|56|3|10|18|9|0|38|-|-|-|-|-|-|0|11|304|554| |1| |91222218158cf69fc6f3592b350fb3493ed44667056d137cc515d8111943f4a6|2015-06-08 12:40:00.000|2015-06-08 13:18:28.514|2015-06-08 13:18:31.249|
17|MORELOS|3|AXOCHIAPAN|39|1|B|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |524| | | | | | | |
17|MORELOS|3|AXOCHIAPAN|39|1|C|0|2|14|246|293|299|25|69|12|24|82|2|5|21|4|1|42|-|-|-|-|-|-|0|12|299|524| |1| |346fa94c47c0ed21d5eaa5c9d1ba8f83fb2eace83ae5336e5976b62cf33052c4|2015-06-08 05:21:00.000|2015-06-08 05:51:36.847|2015-06-08 05:51:41.599|
17|MORELOS|3|AXOCHIAPAN|40|1|B|0|2|14|200|278|279|78|70|13|12|66|1|3|13|3|0|11|-|-|-|-|-|-|Sin dato|9|279|459| |1| |f16dd9c4de0ce286006322b169af759669217ce63d3c04cf5f2711db33f5fe38|2015-06-08 01:58:00.000|2015-06-08 02:38:34.833|2015-06-08 02:38:38.258|
17|MORELOS|3|AXOCHIAPAN|40|1|C|0|2|14|183|294|295|68|88|18|9|69|1|8|8|9|0|9|-|-|-|-|-|-|0|8|295|458| |1| |42c1cfbd7ed5fae0dbf07af053f36ae2524b7ec22dd4bf88a563b8c3267c7216|2015-06-08 01:46:00.000|2015-06-08 02:33:14.651|2015-06-08 02:33:18.227|
17|MORELOS|3|AXOCHIAPAN|41|1|B|0|2|14|174|276|279|69|63|11|11|54|2|13|3|11|1|14|-|-|-|-|-|-|Sin dato|27|279|432| |1| |4245ca50c6c50956dc60d516a70596277dfcf727f738cebbfe4ec3b26935befb|2015-06-08 01:48:00.000|2015-06-08 02:34:10.065|2015-06-08 02:34:13.182|
17|MORELOS|3|AXOCHIAPAN|41|1|C|0|2|14|165|285|287|101|64|12|10|48|1|7|3|18|0|15|-|-|-|-|-|-|0|8|287|431| |1| |2a4bcfc8cb71e41d366b9a25b54954d5514ffe5dbcc748501b72bb1c21465577|2015-06-08 02:45:00.000|2015-06-08 03:05:04.595|2015-06-08 03:05:06.678|
17|MORELOS|3|AXOCHIAPAN|42|1|B|0|2|14|113|236|237|25|136|8|26|14|1|1|2|10|Sin dato|3|-|-|-|-|-|-|11|11|248|329| |1| | |2015-06-07 14:49:00.000|2015-06-08 14:55:17.146|2015-06-08 14:55:18.350|
17|MORELOS|3|AXOCHIAPAN|43|1|B|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |730| | | | | | | |
17|MORELOS|4|AYALA|44|1|B|0|1|14|293|339|339|12|80|41|5|28|1|104|28|5|16|5|-|-|-|-|-|-|0|14|339|611| |1| |0c5ae760e7612ba5b779d966cbcae45c0d9abbdc1819186a00ac1f542cab4799|2015-06-07 23:01:00.000|2015-06-07 23:23:11.302|2015-06-07 23:23:15.277|
17|MORELOS|4|AYALA|44|1|C|0|1|14|307|323|Sin dato|14|86|30|3|31|1|107|19|6|10|3|-|-|-|-|-|-|Sin dato|13|323|611| |1| |fe8df989a68ad7e19147bfda134c080705df46600de69ab734170e4f03618fee|2015-06-08 00:40:00.000|2015-06-08 01:12:26.338|2015-06-08 01:12:33.351|
17|MORELOS|4|AYALA|44|2|C|0|1|14|307|323|323|8|88|26|3|41|1|105|19|6|7|4|-|-|-|-|-|-|0|15|323|610| |1| |642e688be1646f2cc65bf962381b3f9398af0ffb598c4b6865488fa32c80852d|2015-06-08 01:05:00.000|2015-06-08 01:50:28.160|2015-06-08 01:50:33.453|
17|MORELOS|4|AYALA|45|1|B|0|1|14|264|453|451|10|103|36|1|59|Sin dato|161|45|9|9|Sin dato|-|-|-|-|-|-|Sin dato|14|447|693| |1| |df0bb676e4e36dce810580752004e5a4427bd2c58515c8e87ac032321da54616|2015-06-08 05:57:00.000|2015-06-08 06:33:37.554|2015-06-08 06:33:40.117|
17|MORELOS|4|AYALA|45|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |693| | | | | | | |
17|MORELOS|4|AYALA|45|2|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |693| | | | | | | |
17|MORELOS|4|AYALA|46|1|B|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |552| | | | | | | |
17|MORELOS|4|AYALA|46|1|C|0|1|14|226|345|347|9|99|22|0|12|2|143|26|9|7|1|-|-|-|-|-|-|0|17|347|552| |1| |e39387c95d0e3d23d559a727df06f804d7d74b0b450abf2e12332134c28a068e|2015-06-08 03:33:00.000|2015-06-08 04:26:04.469|2015-06-08 04:26:07.468|
17|MORELOS|4|AYALA|47|1|B|0|1|14|259|265|269|15|75|24|0|24|2|89|12|3|11|2|-|-|-|-|-|-|0|12|269|507| |1| |26e7e4f1b3ec6d672b6dbe1a9ab18ddd6e6e8dffb03af7cc89c187b4dab9b8c9|2015-06-08 04:25:00.000|2015-06-08 04:35:58.140|2015-06-08 04:36:01.464|
17|MORELOS|4|AYALA|47|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |507| | | | | | | |
17|MORELOS|4|AYALA|47|2|C|0|1|14|255|270|271|7|80|33|2|18|2|83|8|4|9|2|-|-|-|-|-|-|0|23|271|506| |1| |e04e32f4c70116bf20fabd737b6bafddf0bb77238775537492b876dda8d7d5c9|2015-06-08 00:38:00.000|2015-06-08 01:12:29.506|2015-06-08 01:12:33.973|
17|MORELOS|4|AYALA|48|1|B|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |529| | | | | | | |
17|MORELOS|4|AYALA|48|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |529| | | | | | | |
17|MORELOS|4|AYALA|48|2|C|0|1|14|310|236|239|9|71|16|2|54|2|52|8|4|3|2|-|-|-|-|-|-|0|16|239|528| |1| |168bbaf134802e8375d9f55c31b6c7b2426817cefad42cb1af3384580107b3a0|2015-06-08 00:47:00.000|2015-06-08 01:15:35.363|2015-06-08 01:15:39.095|
17|MORELOS|4|AYALA|49|1|B|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |741| | | | | | | |
17|MORELOS|4|AYALA|49|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |740| | | | | | | |
17|MORELOS|4|AYALA|50|1|B|0|1|14|240|438|442|5|150|18|1|169|Sin dato|66|9|3|3|1|-|-|-|-|-|-|Sin dato|17|442|661| |1| |e6365efd7c5372a54c84d1eef7b9a23f1994211050e5dbc9978bf5d444df1fd0|2015-06-08 01:48:00.000|2015-06-08 02:34:12.572|2015-06-08 02:34:17.710|
17|MORELOS|4|AYALA|50|1|C|0|1|14|265|415|417|2|178|16|4|150|0|40|4|6|6|1|-|-|-|-|-|-|Sin dato|10|417|661| |1| |fcdc175d78d1aa50452adb79836721504e46124bf49682bb8bbc992684044589|2015-06-08 01:43:00.000|2015-06-08 02:30:26.909|2015-06-08 02:30:30.674|
17|MORELOS|4|AYALA|51|1|B|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |479| | | | | | | |
17|MORELOS|4|AYALA|51|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |479| | | | | | | |
17|MORELOS|4|AYALA|52|1|B|0|1|14|210|329|0|4|117|14|1|105|1|53|3|8|5|0|-|-|-|-|-|-|0|20|331|520| |1| |fed70663a6b3a0d9d0fb970c07b07d9741a34ba8c098c40c8287ddcef3c3ea3c|2015-06-08 02:18:00.000|2015-06-08 02:51:14.125|2015-06-08 02:51:16.661|
17|MORELOS|4|AYALA|52|1|C|0|2|14|218|317|322|5|104|10|0|114|2|59|4|6|2|5|-|-|-|-|-|-|0|11|322|519| |1| |400585c31cd9ce9ed56bebe28a4844aa36cace973d42cc64e6a99e4583dd02f7|2015-06-08 02:18:00.000|2015-06-08 02:51:34.702|2015-06-08 02:51:38.546|
17|MORELOS|4|AYALA|52|2|C|0|2|14|243|295|297|9|96|9|2|105|0|37|7|5|3|2|-|-|-|-|-|-|0|22|297|519| |1| |8a3014c2b7ac7235e4bc92345cab2c338a83e006301839a7eb180e10572f532e|2015-06-08 00:58:00.000|2015-06-08 01:42:45.567|2015-06-08 01:42:50.072|
17|MORELOS|4|AYALA|53|1|B|0|1|14|171|227|230|10|52|12|4|67|1|48|10|5|4|1|-|-|-|-|-|-|0|16|230|380| |1| |6b6b39acec38ca03e861a65509f6ca1a1410bb754009442563c368356e8cc75a|2015-06-08 03:48:00.000|2015-06-08 04:31:33.725|2015-06-08 04:31:38.923|
17|MORELOS|4|AYALA|54|1|B|0|1|14|365|340|343|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|-|-|-|-|-|-|Ilegible|Ilegible|0|687| |1| |c2791168d2a288f361debb533d4b5b43968b06fb1e0f375ba297cd7b460820cb|2015-06-08 04:25:00.000|2015-06-08 04:36:41.987|2015-06-08 04:36:45.877|
17|MORELOS|4|AYALA|54|1|C|0|1|14|381|326|326|17|63|39|6|8|5|140|1|23|5|6|-|-|-|-|-|-|0|13|326|686| |1| |52a7a69fd07ada346e9b1cb56f28f73b25977d75eaf38eeda5b29aa233087be3|2015-06-08 01:07:00.000|2015-06-08 01:52:00.365|2015-06-08 01:52:03.911|
17|MORELOS|4|AYALA|55|1|B|0|1|14|378|236|241|9|45|7|5|4|5|136|3|4|6|1|-|-|-|-|-|-|Ilegible|16|241|599| |1| |75cb50acb3cfe12d642d008aca82f6e6ff00a6b19f786702b8edc1ef9b3cd329|2015-06-08 00:03:00.000|2015-06-08 00:22:28.974|2015-06-08 00:22:31.304|
17|MORELOS|4|AYALA|55|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |598| | | | | | | |
17|MORELOS|4|AYALA|55|2|C|0|1|14|346|274|264|23|44|16|3|14|Sin dato|137|6|14|4|3|-|-|-|-|-|-|Sin dato|12|276|598| |1| |5b9edc0c6078b659c8d6eaf700d3a8419de9e2268ca9a5f2161362231d934f1d|2015-06-08 01:13:00.000|2015-06-08 01:53:04.347|2015-06-08 01:53:07.762|
17|MORELOS|4|AYALA|55|1|E|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |436| | | | | | | |
17|MORELOS|4|AYALA|55|1|E|1|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |436| | | | | | | |
17|MORELOS|4|AYALA|56|1|B|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |660| | | | | | | |
17|MORELOS|4|AYALA|56|1|C|0|1|14|308|364|369|9|79|8|3|8|3|215|5|14|5|2|-|-|-|-|-|-|Sin dato|18|369|659| |1| |63f13fac10faf57e30d55a4610f97dec2fe7f979b47b1f43f9fdd3ae85cc8178|2015-06-07 23:36:00.000|2015-06-07 23:56:16.807|2015-06-07 23:56:19.661|
17|MORELOS|4|AYALA|57|1|B|0|1|14|336|354|359|18|49|11|1|8|3|213|4|11|12|4|-|-|-|-|-|-|Sin dato|25|359|675| |1| |070fdd62969c1ee0b273ff61ca4b0c757a3793ee383d1e30c4c30d09b77bc276|2015-06-08 04:26:00.000|2015-06-08 05:02:39.344|2015-06-08 05:02:43.248|
17|MORELOS|4|AYALA|57|1|C|0|1|14|315|378|381|13|71|15|1|6|1|236|2|9|6|3|-|-|-|-|-|-|Sin dato|18|381|675| |1| |3c9a4fa2ffc556598d8d55154c00e1b0367210c1bbac189c5ec42020bf43822a|2015-06-08 04:00:00.000|2015-06-08 04:45:20.577|2015-06-08 04:45:21.795|
17|MORELOS|4|AYALA|58|1|B|0|1|14|324|356|357|15|84|10|Sin dato|12|2|187|2|13|10|1|-|-|-|-|-|-|Sin dato|21|357|660| |1| |1c8194d295362b266e16ae2543b939d4332244e9defb31011eaacb7a5dd0f290|2015-06-08 04:22:00.000|2015-06-08 05:00:33.932|2015-06-08 05:00:36.314|
17|MORELOS|4|AYALA|58|1|C|0|1|14|297|383|383|14|75|17|Sin dato|13|4|227|2|3|11|Sin dato|-|-|-|-|-|-|Sin dato|15|381|659| |1| |2463f2675f3fffaf828d9452aabc8fa042dddd481cc3e53ce40e57324f100bfd|2015-06-08 04:24:00.000|2015-06-08 04:59:53.758|2015-06-08 04:59:57.114|
17|MORELOS|4|AYALA|59|1|B|0|1|14|165|331|335|2|136|4|1|100|0|59|6|5|4|4|-|-|-|-|-|-|1|13|335|649| |1| |e49c8d0ab7886e7b4e963635d93bdebdf642ba879b2234a900f031ffa9c3e6ff|2015-06-08 02:34:00.000|2015-06-08 02:41:58.959|2015-06-08 02:53:44.171|
17|MORELOS|4|AYALA|59|1|C|0|1|14|342|328|328|14|100|17|1|12|0|152|2|9|6|2|-|-|-|-|-|-|Sin dato|13|328|649| |1| |f81e672adbdef87809dab8407e4cad538562c504b09e02db2634a2bad9d6b8a1|2015-06-08 01:40:00.000|2015-06-08 02:28:57.791|2015-06-08 02:29:01.816|
17|MORELOS|4|AYALA|59|2|C|0|1|14|294|375|377|13|97|18|6|20|1|185|4|8|5|6|-|-|-|-|-|-|Sin dato|14|377|649| |1| |957ed254ec4faeba6088470d1054e7004b886d90c529d97c2d04551fb1cddff7|2015-06-07 23:13:00.000|2015-06-07 23:27:56.685|2015-06-07 23:28:00.026|
17|MORELOS|4|AYALA|59|3|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |649| | | | | | | |
17|MORELOS|4|AYALA|60|1|B|0|2|14|340|378|330|24|149|28|7|19|4|99|1|15|6|4|-|-|-|-|-|-|Sin dato|24|380|699| |1| |84b9135479e302d183f939fcf1f86354fca55c1c9b9f59874386ee60cbc2167c|2015-06-07 23:15:00.000|2015-06-07 23:29:28.065|2015-06-07 23:29:32.220|
17|MORELOS|4|AYALA|61|1|B|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |623| | | | | | | |
17|MORELOS|4|AYALA|61|1|C|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |622| | | | | | | |
17|MORELOS|4|AYALA|61|2|C|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |622| | | | | | | |
17|MORELOS|4|AYALA|62|1|B|0|2|14|411|351|351|10|97|44|21|36|5|87|6|18|3|2|-|-|-|-|-|-|Sin dato|22|351|741| |1| |e0a2371a212e2c61c8782017a7120ed1f1da011d3b9020c8350a677c4e0e647d|2015-06-08 01:39:00.000|2015-06-08 02:26:05.750|2015-06-08 02:26:09.858|
17|MORELOS|4|AYALA|62|1|C|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |741| | | | | | | |
17|MORELOS|4|AYALA|62|2|C|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |741| | | | | | | |
17|MORELOS|4|AYALA|63|1|B|0|2|14|491|257|259|27|65|9|6|34|10|33|5|23|10|19|-|-|-|-|-|-|1|17|259|729| |1| |745a9f4f610d00595323e8ea92f8cc4eb089e8110a51fb84ca5508e7d046366b|2015-06-08 04:25:00.000|2015-06-08 04:36:59.775|2015-06-08 04:37:03.272|
17|MORELOS|4|AYALA|64|1|B|0|2|14|488|288|288|14|85|23|5|29|7|55|6|25|11|10|-|-|-|-|-|-|0|18|288|674| |1| |d3181589d8b5c73f14d8219c66003b0b2e1b5dff2978c18e8fe0c93102ba9c26|2015-06-08 03:37:00.000|2015-06-08 04:26:59.357|2015-06-08 04:27:01.447|
17|MORELOS|4|AYALA|65|1|B|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |691| | | | | | | |
17|MORELOS|4|AYALA|65|1|C|0|2|14|354|356|357|42|82|28|2|39|1|105|8|14|6|1|-|-|-|-|-|-|0|29|357|690| |1| |68847b811289ebfd7eea136f587d91b0e92baf3166cd445b4b67a9b66eff6c9e|2015-06-08 04:21:00.000|2015-06-08 05:00:02.337|2015-06-08 05:00:05.153|
17|MORELOS|4|AYALA|66|1|B|0|2|14|353|304|304|21|89|41|1|56|1|41|12|10|5|1|-|-|-|-|-|-|0|26|304|636| |1| |f7be559d2a7fdd1d3d42b965f2bad0c003f640221fd455f43d8587ed77e17028|2015-06-08 05:26:00.000|2015-06-08 05:55:11.031|2015-06-08 05:55:13.865|
17|MORELOS|4|AYALA|66|1|C|0|2|14|330|327|327|21|102|43|4|52|0|44|8|10|7|7|-|-|-|-|-|-|0|29|327|636| |1| |51cef927c518c2055de4b47c2dd5ecc58eebe8b14fac0a4365fd5a0669d83c83|2015-06-08 05:05:00.000|2015-06-08 05:42:21.465|2015-06-08 05:42:24.536|
17|MORELOS|4|AYALA|66|2|C|0|2|14|313|342|342|20|118|54|0|53|1|41|7|14|7|2|-|-|-|-|-|-|0|25|342|636| |1| |de56a29114e910af27b09487ee3ed37d53e514c1fc3c3664b3346285e17b6391|2015-06-08 05:05:00.000|2015-06-08 05:41:46.792|2015-06-08 05:41:47.735|
17|MORELOS|4|AYALA|67|1|B|0|2|14|317|300|301|13|97|14|1|94|2|35|5|19|4|3|-|-|-|-|-|-|1|13|301|597| |1| |7c5906cf5c54730bec27045ffe6f35ee325681de36dca836d3ade1679da6c864|2015-06-07 23:14:00.000|2015-06-07 23:29:12.123|2015-06-07 23:29:15.314|
17|MORELOS|4|AYALA|67|1|C|0|2|14|295|321|322|19|95|18|2|96|3|42|9|11|4|3|-|-|-|-|-|-|Sin dato|20|322|596| |1| |75a1697d02095a9bdeadce1afbd48f545476037aa5c3c13e5e3753965013df77|2015-06-07 23:24:00.000|2015-06-07 23:40:03.596|2015-06-07 23:40:07.322|
17|MORELOS|4|AYALA|67|2|C|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |596| | | | | | | |
17|MORELOS|4|AYALA|68|1|B|0|1|14|317|369|362|14|127|16|2|73|4|90|6|12|5|1|-|-|-|-|-|-|0|17|367|661| |1| |4cc5abe5f9653c081e1ff2f9d6a6c01292fbb7b2e0768ab745ad356a43498c3f|2015-06-08 04:22:00.000|2015-06-08 05:00:31.188|2015-06-08 05:00:33.479|
17|MORELOS|4|AYALA|68|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |660| | | | | | | |
17|MORELOS|4|AYALA|68|2|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |660| | | | | | | |
17|MORELOS|4|AYALA|69|1|B|0|2|14|238|365|367|16|113|47|3|56|0|94|12|6|3|0|-|-|-|-|-|-|0|19|369|587| |1| |f57f4f354b9b438c5cf864f19961e17040de733d857aa0951c29ffdf3d0f8c5a|2015-06-08 01:18:00.000|2015-06-08 02:17:41.449|2015-06-08 02:17:43.153|
17|MORELOS|4|AYALA|69|1|C|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |587| | | | | | | |
17|MORELOS|4|AYALA|70|1|B|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |530| | | | | | | |
17|MORELOS|4|AYALA|70|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |529| | | | | | | |
17|MORELOS|4|AYALA|70|2|C|0|1|14|Sin dato|Sin dato|Sin dato|24|61|59|2|49|1|90|9|18|5|2|-|-|-|-|-|-|Sin dato|14|334|529| |1| |99860ee1f1fe0dccde7f6770326184e8d27038981b4c8907965c5c0ee94f49ce|2015-06-08 01:01:00.000|2015-06-08 01:48:31.805|2015-06-08 01:48:33.853|
17|MORELOS|4|AYALA|71|1|B|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |603| | | | | | | |
17|MORELOS|4|AYALA|71|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |602| | | | | | | |
17|MORELOS|4|AYALA|72|1|B|0|1|14|236|394|396|18|126|40|3|33|1|125|6|11|4|5|-|-|-|-|-|-|0|24|396|611| |1| |937eb4e3d8cbf45456223de5d756da8664a26b48f57d6bd283ca2e3d3bd883a3|2015-06-08 04:12:00.000|2015-06-08 04:35:00.242|2015-06-08 04:46:44.915|
17|MORELOS|4|AYALA|72|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |610| | | | | | | |
17|MORELOS|4|AYALA|72|2|C|0|1|14|227|401|405|40|123|69|3|32|0|110|3|5|2|4|-|-|-|-|-|-|0|14|405|610| |1| |727124935bf333a1466d15fa213082395645b8326a7f7cd25ae05b9d9b6a1462|2015-06-08 03:42:00.000|2015-06-08 04:29:53.934|2015-06-08 04:30:00.650|
17|MORELOS|4|AYALA|73|1|B|0|2|14|317|3|338|45|76|34|3|30|0|79|5|10|2|3|-|-|-|-|-|-|Sin dato|Sin dato|287|637| |1| |f328ec541ad956a6e7a0685535193f154485618dac90ddfec561788af13b5bae|2015-06-08 00:25:00.000|2015-06-08 01:03:24.903|2015-06-08 01:03:31.774|
17|MORELOS|4|AYALA|73|1|C|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |637| | | | | | | |
17|MORELOS|4|AYALA|73|2|C|0|2|14|326|328|331|61|97|29|2|20|2|63|1|10|4|Sin dato|-|-|-|-|-|-|42|Sin dato|331|636| |1| |5d77dc70cc0a94ac243b561ea4eec9b557fac8d350e641810c2772b46ad60618|2015-06-08 00:28:00.000|2015-06-08 01:08:11.504|2015-06-08 01:08:14.894|
17|MORELOS|4|AYALA|73|3|C|0|2|14|299|356|358|54|85|44|3|28|1|85|5|14|1|2|-|-|-|-|-|-|0|36|358|636| |1| |e3e465db3bf67322d79881fa5464acf5e5b90bec013841096a9e7462f6d2668f|2015-06-08 01:08:00.000|2015-06-08 01:51:15.647|2015-06-08 01:51:19.538|
17|MORELOS|4|AYALA|74|1|B|0|2|14|249|389|388|16|123|20|7|38|2|47|2|103|4|4|-|-|-|-|-|-|0|22|388|617| |1| |b75215ab1ff91b130821db1e1a9f6ed025fe0170546d6f492408f18fb0aafdc1|2015-06-08 01:56:00.000|2015-06-08 02:35:32.674|2015-06-08 02:35:34.423|
17|MORELOS|4|AYALA|74|1|C|0|2|14|253|385|386|25|110|25|0|53|1|53|2|79|10|4|-|-|-|-|-|-|Sin dato|24|386|617| |1| |eef4090a7d911ec2990e653f3733f5e2b3300d9b98804a4b736219390ac86b7a|2015-06-08 01:56:00.000|2015-06-08 02:34:35.025|2015-06-08 02:34:38.289|
17|MORELOS|4|AYALA|74|2|C|0|2|14|238|0|400|27|111|25|2|49|0|45|1|103|9|7|-|-|-|-|-|-|Sin dato|21|400|617| |1| |82ca343b92622c3890bc9b6843958fdcc554f7782ee674f66eaa597ea335ec5c|2015-06-08 01:59:00.000|2015-06-08 02:39:46.652|2015-06-08 02:39:55.663|
17|MORELOS|4|AYALA|75|1|B|0|1|14|261|296|300|20|101|16|4|44|0|72|7|17|6|4|-|-|-|-|-|-|Sin dato|9|300|540| |1| |df401dce8a2458ee7cd7dce155e00c36639074e8e9369b3586bc8a9293f404e0|2015-06-08 05:37:00.000|2015-06-08 06:00:13.209|2015-06-08 06:00:16.355|
17|MORELOS|4|AYALA|75|1|C|0|1|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |540| | | | | | | |
17|MORELOS|4|AYALA|75|2|C|0|1|14|263|287|277|18|97|20|7|47|3|67|3|11|4|Sin dato|-|-|-|-|-|-|Sin dato|Sin dato|277|539| |1| |b71d8fa2c08dc62538e47bba9813e1118bbc6420d51e50b1445e1b6d042e48e2|2015-06-08 05:44:00.000|2015-06-08 13:44:16.048|2015-06-08 13:44:17.656|
17|MORELOS|4|AYALA|76|1|B|0|2|14|245|382|386|16|113|12|5|28|5|135|6|28|7|5|-|-|-|-|-|-|Sin dato|26|386|610| |1| |a964e8c495dc2f254901849804f306c931223536d4eb9d2f9c358c018b910ce1|2015-06-08 05:29:00.000|2015-06-08 12:18:21.679|2015-06-08 12:18:24.932|
17|MORELOS|4|AYALA|76|1|C|0|2|14|247|381|383|23|125|32|7|28|2|115|3|13|4|3|-|-|-|-|-|-|0|28|383|609| |1| |5d4304aaee74612125860540e300421ffdc93c9317edb734315a1e20d52f562c|2015-06-08 05:36:00.000|2015-06-08 12:07:06.588|2015-06-08 12:18:51.538|
17|MORELOS|4|AYALA|77|1|B|0|2|14| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |611| | | | | | | |
